101,48112
102,51722
103,47774
104,51908
105,56074
106,48592
107,47002
108,58466
109,46770
110,53668
111,13320
112,21554
113,10990
114,12706
115,13942
116,11820
117,12132
118,9604
119,8618
120,27566
121,5822
122,5808
123,5896
124,7158
125,106210
126,15794
127,6814
128,11484
129,7046
130,12412
131,6620
132,9158
133,7244
134,6436
135,13988
136,6510
137,2486
138,4332
139,2438
140,16092
141,4066
142,4442
143,3600
144,14912
145,5694
146,3686
147,5786
148,4560
149,3654
150,158996
151,5144
152,7446
153,7674
154,7270
155,6710
156,8646
157,4938
158,5776
159,5740
160,17026
161,2398
162,8402
163,2200
164,3078
165,5438
166,3328
167,2410
168,10798
169,2428
170,6896
171,4290
172,3478
173,2242
174,4078
175,75606
176,5070
177,4234
178,3606
179,3348
180,17934
181,3668
182,4846
183,3648
184,4928
185,3988
186,2594
187,1416
188,2000
189,4690
190,4936
191,1854
192,7534
193,1784
194,2142
195,2964
196,4356
197,1604
198,4294
199,1752
200,127524
201,3206
202,3452
203,3456
204,5538
205,3492
206,3456
207,3698
208,5306
209,2704
210,11368
211,770
212,2338
213,1120
214,1432
215,2094
216,9278
217,2114
218,2072
219,1760
220,4594
221,1218
222,1954
223,1164
224,5912
225,83740
226,2146
227,1900
228,3796
229,1872
230,3438
231,3558
232,3556
233,1906
234,3972
235,2652
236,1422
237,1306
238,1502
239,510
240,12460
241,1218
242,1266
243,3648
244,1486
245,3450
246,2400
247,1220
248,2204
249,1966
250,85828
251,1812
252,7660
253,1870
254,1884
255,3656
256,3920
257,1762
258,2454
259,1990
260,4518
261,1452
262,600
263,386
264,2558
265,1446
266,874
267,604
268,986
269,346
270,8370
271,410
272,1748
273,1102
274,454
275,9838
276,1772
277,526
278,536
279,1704
280,8444
281,534
282,1376
283,514
284,978
285,1960
286,414
287,776
288,6228
289,422
290,3076
291,1668
292,1778
293,1298
294,3600
295,2228
296,2076
297,2730
298,1464
299,1478
300,128782
301,2838
302,2498
303,3088
304,3470
305,2702
306,4792
307,2370
308,3764
309,3042
310,3640
311,556
312,3262
313,542
314,540
315,5018
316,1368
317,482
318,1980
319,462
320,6220
321,1074
322,846
323,374
324,5094
325,8670
326,474
327,1198
328,1696
329,880
330,3700
331,470
332,1216
333,802
334,480
335,918
336,5240
337,210
338,292
339,290
340,2998
341,604
342,1750
343,1068
344,1242
345,1352
346,630
347,566
348,1718
349,634
350,48608
351,1432
352,1876
353,1006
354,1872
355,1524
356,1220
357,1830
358,1044
359,1004
360,10178
361,348
362,354
363,420
364,1648
365,1160
366,886
367,618
368,1546
369,1120
370,1534
371,1258
372,1296
373,568
374,676
375,46540
376,1784
377,1000
378,4582
379,966
380,2606
381,1058
382,1030
383,984
384,3490
385,2782
386,388
387,842
388,758
389,282
390,2840
391,918
392,3478
393,1008
394,954
395,1764
396,2548
397,938
398,964
399,1792
400,87292
401,1672
402,2166
403,1696
404,2330
405,4122
406,2442
407,1632
408,3722
409,1638
410,3020
411,436
412,1126
413,1056
414,1228
415,1242
416,1994
417,376
418,394
419,268
420,6498
421,250
422,274
423,720
424,1768
425,6476
426,760
427,502
428,1040
429,398
430,1112
431,302
432,5274
433,332
434,596
435,736
436,938
437,180
438,674
439,206
440,3320
441,2370
442,942
443,818
444,1436
445,1102
446,898
447,906
448,3172
449,940
450,86410
451,1620
452,1706
453,1628
454,1618
455,2648
456,3242
457,1590
458,1596
459,2386
460,2760
461,332
462,1770
463,292
464,1164
465,948
466,354
467,298
468,2090
469,648
470,1194
471,270
472,1016
473,226
474,1006
475,5410
476,868
477,1044
478,322
479,282
480,6124
481,320
482,376
483,716
484,408
485,802
486,2710
487,204
488,460
489,224
490,3280
491,826
492,1682
493,860
494,888
495,2366
496,1212
497,1280
498,1688
499,966
500,84990
501,1640
502,1620
503,1584
504,6278
505,2376
506,1654
507,1644
508,1690
509,1582
510,4102
511,826
512,874
513,1160
514,370
515,1402
516,926
517,574
518,982
519,532
520,2918
521,492
522,1462
523,522
524,612
525,42392
526,856
527,874
528,1788
529,872
530,2428
531,1590
532,1680
533,860
534,1030
535,1626
536,726
537,262
538,204
539,954
540,6098
541,280
542,272
543,290
544,790
545,968
546,1484
547,204
548,242
549,448
550,8568
551,250
552,1168
553,954
554,290
555,514
556,286
557,244
558,888
559,254
560,5026
561,184
562,104
563,98
564,546
565,352
566,150
567,1988
568,614
569,166
570,1606
571,136
572,240
573,162
574,850
575,3392
576,2760
577,196
578,196
579,226
580,1264
581,888
582,628
583,252
584,676
585,990
586,180
587,120
588,1650
589,160
590,1710
591,796
592,1284
593,804
594,1898
595,1752
596,894
597,886
598,934
599,900
600,90674
601,1600
602,1816
603,2002
604,1672
605,1682
606,2286
607,1536
608,2376
609,1766
610,1876
611,308
612,1732
613,254
614,264
615,470
616,1448
617,252
618,994
619,188
620,638
621,608
622,168
623,300
624,1944
625,7522
626,268
627,326
628,302
629,226
630,4724
631,270
632,1046
633,264
634,256
635,362
636,908
637,550
638,150
639,514
640,2698
641,144
642,854
643,148
644,580
645,298
646,168
647,148
648,3422
649,212
650,6044
651,610
652,200
653,190
654,898
655,318
656,984
657,638
658,610
659,186
660,1882
661,98
662,100
663,156
664,820
665,938
666,952
667,430
668,434
669,424
670,970
671,422
672,2452
673,474
674,476
675,40778
676,840
677,766
678,862
679,1142
680,2270
681,810
682,782
683,764
684,1720
685,810
686,652
687,224
688,430
689,216
690,1186
691,486
692,506
693,1746
694,482
695,512
696,900
697,478
698,498
699,514
700,46272
701,848
702,1808
703,850
704,1122
705,966
706,844
707,1476
708,1044
709,830
710,1344
711,916
712,376
713,154
714,1042
715,302
716,216
717,162
718,168
719,126
720,5232
721,808
722,128
723,148
724,176
725,2312
726,212
727,152
728,1470
729,990
730,700
731,146
732,232
733,132
734,150
735,1094
736,564
737,108
738,904
739,104
740,1012
741,494
742,1206
743,480
744,990
745,580
746,508
747,1218
748,578
749,1156
750,50784
751,918
752,1346
753,918
754,952
755,964
756,3022
757,904
758,906
759,924
760,2238
761,186
762,264
763,826
764,188
765,1136
766,188
767,174
768,996
769,116
770,1890
771,120
772,126
773,94
774,396
775,2468
776,520
777,272
778,134
779,126
780,1368
781,152
782,160
783,314
784,964
785,222
786,146
787,52
788,98
789,72
790,1244
791,504
792,1346
793,420
794,432
795,590
796,448
797,446
798,700
799,482
800,47758
801,974
802,852
803,846
804,938
805,978
806,856
807,810
808,1528
809,818
810,3566
811,174
812,384
813,154
814,184
815,202
816,1124
817,156
818,164
819,672
820,1012
821,80
822,86
823,80
824,830
825,4916
826,248
827,118
828,636
829,116
830,918
831,126
832,966
833,206
834,136
835,166
836,120
837,446
838,54
839,40
840,2948
841,90
842,92
843,80
844,80
845,132
846,518
847,168
848,854
849,92
850,4678
851,110
852,186
853,108
854,154
855,658
856,820
857,122
858,204
859,112
860,390
861,72
862,26
863,32
864,1874
865,120
866,80
867,86
868,146
869,106
870,452
871,86
872,772
873,474
874,88
875,5000
876,194
877,104
878,104
879,120
880,1344
881,126
882,900
883,124
884,178
885,250
886,58
887,50
888,296
889,130
890,646
891,938
892,448
893,440
894,484
895,488
896,978
897,494
898,490
899,490
900,54552
901,906
902,940
903,964
904,1006
905,922
906,950
907,870
908,902
909,1546
910,1600
911,142
912,528
913,158
914,138
915,194
916,146
917,158
918,1042
919,72
920,752
921,74
922,50
923,66
924,416
925,1412
926,56
927,772
928,256
929,56
930,630
931,144
932,80
933,54
934,62
935,138
936,1180
937,36
938,116
939,38
940,524
941,52
942,104
943,54
944,192
945,1160
946,58
947,56
948,188
949,64
950,3118
951,66
952,268
953,68
954,880
955,106
956,76
957,68
958,68
959,72
960,1682
961,26
962,38
963,714
964,44
965,84
966,120
967,54
968,112
969,86
970,492
971,58
972,1196
973,70
974,54
975,4038
976,136
977,92
978,92
979,96
980,918
981,744
982,120
983,100
984,284
985,144
986,86
987,88
988,130
989,60
990,1850
991,406
992,494
993,416
994,484
995,462
996,546
997,446
998,458
999,590
