101,1443
102,1596
103,1309
104,1505
105,1803
106,1278
107,1175
108,1784
109,1090
110,1478
111,921
112,1313
113,761
114,905
115,1018
116,869
117,883
118,759
119,742
120,1913
121,614
122,606
123,647
124,742
125,1759
126,1165
127,542
128,797
129,549
130,885
131,488
132,750
133,546
134,521
135,985
136,569
137,318
138,507
139,326
140,1225
141,477
142,490
143,441
144,1172
145,583
146,464
147,592
148,535
149,489
150,2657
151,465
152,603
153,560
154,565
155,523
156,639
157,372
158,423
159,412
160,1141
161,296
162,641
163,246
164,333
165,541
166,363
167,293
168,884
169,298
170,607
171,419
172,368
173,294
174,439
175,1298
176,487
177,336
178,287
179,262
180,1266
181,276
182,392
183,277
184,415
185,326
186,267
187,184
188,260
189,405
190,493
191,245
192,680
193,238
194,290
195,396
196,448
197,243
198,503
199,282
200,2261
201,318
202,296
203,291
204,442
205,322
206,286
207,336
208,423
209,231
210,851
211,126
212,225
213,164
214,167
215,277
216,723
217,235
218,229
219,235
220,493
221,183
222,250
223,185
224,499
225,1471
226,210
227,180
228,312
229,169
230,346
231,287
232,279
233,167
234,324
235,254
236,160
237,140
238,177
239,96
240,989
241,167
242,179
243,317
244,201
245,341
246,263
247,182
248,258
249,235
250,1556
251,186
252,582
253,171
254,168
255,301
256,305
257,145
258,207
259,164
260,385
261,136
262,78
263,60
264,254
265,167
266,141
267,105
268,143
269,83
270,641
271,84
272,201
273,159
274,88
275,663
276,222
277,82
278,89
279,176
280,641
281,92
282,188
283,95
284,149
285,234
286,91
287,120
288,534
289,93
290,305
291,207
292,237
293,185
294,382
295,255
296,275
297,313
298,226
299,241
300,2229
301,263
302,221
303,238
304,284
305,225
306,346
307,179
308,292
309,199
310,275
311,81
312,270
313,76
314,81
315,405
316,140
317,89
318,178
319,88
320,492
321,111
322,128
323,75
324,376
325,582
326,76
327,109
328,162
329,113
330,330
331,75
332,122
333,107
334,83
335,133
336,392
337,42
338,54
339,48
340,293
341,98
342,190
343,142
344,161
345,179
346,107
347,99
348,184
349,113
350,1173
351,161
352,201
353,104
354,158
355,161
356,121
357,160
358,106
359,104
360,788
361,56
362,59
363,66
364,165
365,158
366,121
367,97
368,196
369,144
370,195
371,135
372,170
373,101
374,120
375,1029
376,194
377,108
378,342
379,96
380,251
381,105
382,111
383,103
384,314
385,234
386,76
387,115
388,113
389,67
390,305
391,133
392,315
393,140
394,143
395,196
396,310
397,143
398,153
399,207
400,1576
401,163
402,198
403,147
404,177
405,322
406,184
407,129
408,283
409,122
410,232
411,64
412,100
413,91
414,145
415,136
416,176
417,74
418,80
419,62
420,519
421,54
422,60
423,106
424,144
425,462
426,103
427,69
428,91
429,65
430,147
431,60
432,419
433,64
434,97
435,116
436,89
437,45
438,104
439,53
440,321
441,224
442,128
443,114
444,177
445,150
446,134
447,134
448,292
449,150
450,1583
451,155
452,147
453,133
454,134
455,235
456,227
457,118
458,121
459,170
460,242
461,52
462,170
463,45
464,98
465,135
466,68
467,62
468,185
469,89
470,160
471,56
472,96
473,53
474,95
475,392
476,105
477,93
478,52
479,50
480,513
481,56
482,67
483,97
484,79
485,123
486,191
487,47
488,78
489,56
490,322
491,110
492,175
493,117
494,127
495,258
496,163
497,166
498,181
499,152
500,1407
501,153
502,140
503,130
504,444
505,173
506,131
507,125
508,127
509,115
510,289
511,103
512,111
513,110
514,63
515,141
516,122
517,86
518,123
519,83
520,266
521,78
522,139
523,83
524,95
525,770
526,88
527,85
528,180
529,77
530,173
531,112
532,124
533,74
534,85
535,117
536,75
537,39
538,33
539,81
540,459
541,51
542,52
543,54
544,107
545,90
546,138
547,41
548,47
549,65
550,568
551,43
552,137
553,77
554,43
555,63
556,46
557,40
558,102
559,43
560,376
561,28
562,19
563,16
564,63
565,50
566,35
567,139
568,82
569,37
570,154
571,33
572,50
573,39
574,71
575,283
576,267
577,35
578,37
579,40
580,124
581,73
582,90
583,52
584,103
585,131
586,47
587,39
588,183
589,47
590,169
591,108
592,159
593,110
594,222
595,176
596,127
597,125
598,142
599,140
600,1727
601,140
602,155
603,159
604,128
605,129
606,152
607,106
608,159
609,121
610,134
611,47
612,160
613,35
614,39
615,81
616,148
617,48
618,91
619,42
620,94
621,83
622,41
623,54
624,160
625,551
626,45
627,51
628,46
629,39
630,368
631,41
632,85
633,41
634,40
635,49
636,61
637,61
638,24
639,59
640,225
641,35
642,70
643,36
644,80
645,58
646,39
647,38
648,251
649,43
650,439
651,69
652,37
653,36
654,72
655,51
656,89
657,86
658,81
659,41
660,195
661,27
662,27
663,37
664,63
665,108
666,103
667,61
668,63
669,65
670,118
671,64
672,242
673,73
674,77
675,660
676,83
677,69
678,70
679,98
680,194
681,69
682,66
683,62
684,130
685,70
686,88
687,41
688,67
689,42
690,152
691,71
692,75
693,164
694,74
695,79
696,114
697,75
698,78
699,84
700,969
701,82
702,138
703,74
704,107
705,91
706,69
707,95
708,86
709,62
710,123
711,67
712,44
713,24
714,86
715,54
716,36
717,31
718,34
719,29
720,438
721,58
722,26
723,28
724,30
725,204
726,38
727,26
728,123
729,75
730,91
731,30
732,40
733,29
734,35
735,110
736,68
737,29
738,79
739,28
740,124
741,69
742,107
743,68
744,121
745,83
746,75
747,108
748,91
749,106
750,1154
751,85
752,126
753,76
754,79
755,78
756,216
757,68
758,68
759,71
760,176
761,28
762,34
763,52
764,30
765,102
766,35
767,32
768,124
769,25
770,146
771,24
772,26
773,21
774,52
775,182
776,60
777,29
778,22
779,21
780,132
781,28
782,32
783,40
784,120
785,39
786,27
787,17
788,27
789,22
790,109
791,59
792,168
793,57
794,62
795,78
796,64
797,63
798,93
799,77
800,1009
801,86
802,72
803,71
804,79
805,78
806,66
807,59
808,95
809,57
810,256
811,24
812,47
813,21
814,30
815,35
816,110
817,29
818,30
819,69
820,88
821,19
822,20
823,20
824,60
825,340
826,33
827,20
828,82
829,19
830,69
831,22
832,77
833,33
834,24
835,26
836,21
837,45
838,10
839,9
840,268
841,21
842,21
843,20
844,20
845,29
846,68
847,31
848,66
849,21
850,327
851,19
852,35
853,18
854,24
855,79
856,53
857,20
858,33
859,19
860,53
861,13
862,6
863,7
864,170
865,23
866,17
867,18
868,26
869,20
870,62
871,20
872,51
873,54
874,19
875,337
876,36
877,15
878,15
879,19
880,124
881,20
882,111
883,21
884,35
885,41
886,18
887,16
888,50
889,24
890,78
891,110
892,62
893,60
894,69
895,66
896,118
897,72
898,72
899,75
900,1365
